|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Sergio Perez  PER  Red Bull|0|0|0|93%|$18.4m|$17.5m|1.56|2022-06-23 22:03:35
1|Lance Stroll  STR  Aston Martin|0|0|0|82%|$9.0m|$9.5m|1.32|2022-06-23 22:03:35
2|George Russell  RUS  Mercedes|0|0|0|63%|$23.8m|$24.0m|1.29|2022-06-23 22:03:35
3|Guanyu Zhou  ZHO  Alfa Romeo|0|0|0|58%|$8.4m|$8.0m|0.57|2022-06-23 22:03:35
4|Daniel Ricciardo  RIC  Mclaren|0|0|0|51%|$13.5m|$14.5m|0.56|2022-06-23 22:03:35
5|Fernando Alonso  ALO  Alpine|0|0|0|30%|$12.4m|$12.5m|0.63|2022-06-23 22:03:35
6|Lewis Hamilton  HAM  Mercedes|0|0|0|21%|$30.0m|$31.0m|0.75|2022-06-23 22:03:35
7|Valtteri Bottas  BOT  Alfa Romeo|0|0|0|17%|$9.6m|$9.0m|2.01|2022-06-23 22:03:35
8|Mick Schumacher  SCH  Haas|0|0|0|8%|$6.2m|$6.5m|0.34|2022-06-23 22:03:35
9|Nicholas Latifi  LAT  Williams|0|0|0|5%|$6.7m|$7.0m|1.21|2022-06-23 22:03:35
10|Alex Albon  ALB  Williams|0|0|0|1%|$7.7m|$7.5m|1.2|2022-06-23 22:03:35
11|Pierre Gasly  GAS  AlphaTauri|0|0|0|-2%|$13.0m|$13.5m|0.82|2022-06-23 22:03:35
12|Sebastian Vettel  VET  Aston Martin|0|0|0|-6%|$11.6m|$11.5m|0.93|2022-06-23 22:03:35
13|Yuki Tsunoda  TSU  AlphaTauri|0|0|0|-8%|$8.3m|$8.5m|0.54|2022-06-23 22:03:35
14|Lando Norris  NOR  Mclaren|0|0|0|-19%|$15.7m|$16.0m|1.0|2022-06-23 22:03:35
15|Kevin Magnussen  MAG  Haas|0|0|0|-20%|$6.1m|$5.5m|1.06|2022-06-23 22:03:35
16|Charles Leclerc  LEC  Ferrari|0|0|0|-45%|$18.8m|$18.0m|1.62|2022-06-23 22:03:35
17|Esteban Ocon  OCO  Alpine|0|0|0|-52%|$12.4m|$12.0m|1.34|2022-06-23 22:03:35
18|SAI  Carlos Sainz  Ferrari|0|0|0|-56%|$17.2m|$17.0m|1.25|2022-06-23 22:03:35
19|Max Verstappen  VER  Red Bull|0|0|0|-62%|$30.5m|$30.5m|1.25|2022-06-23 22:03:35
