|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Nicholas Latifi  LAT  Williams|-5|-11|0|86%|$6.7m|$7.0m|1.18|2022-07-07 18:04:33
1|Charles Leclerc  LEC  Ferrari|1|1|0|50%|$18.8m|$18.0m|1.57|2022-07-07 18:04:33
2|Sergio Perez  PER  Red Bull|6|2|0|47%|$18.4m|$17.5m|1.6|2022-07-07 18:04:33
3|Alex Albon  ALB  Williams|-3|0|0|36%|$7.6m|$7.5m|0.97|2022-07-07 18:04:33
4|Lewis Hamilton  HAM  Mercedes|-4|-1|-1|29%|$30.1m|$31.0m|0.8|2022-07-07 18:04:33
5|Mick Schumacher  SCH  Haas|1|1|0|14%|$6.2m|$6.5m|0.61|2022-07-07 18:04:33
6|Fernando Alonso  ALO  Alpine|3|1|0|13%|$12.5m|$12.5m|0.86|2022-07-07 18:04:33
7|Daniel Ricciardo  RIC  Mclaren|-5|-2|0|6%|$13.5m|$14.5m|0.54|2022-07-07 18:04:33
8|George Russell  RUS  Mercedes|3|3|0|3%|$24.1m|$24.0m|1.15|2022-07-07 18:04:33
9|Lance Stroll  STR  Aston Martin|3|3|0|0%|$9.1m|$9.5m|1.31|2022-07-07 18:04:33
10|Valtteri Bottas  BOT  Alfa Romeo|0|0|0|-1%|$9.7m|$9.0m|1.71|2022-07-07 18:04:33
11|Esteban Ocon  OCO  Alpine|-4|-1|0|-4%|$12.3m|$12.0m|1.15|2022-07-07 18:04:33
12|Max Verstappen  VER  Red Bull|-6|-1|0|-6%|$30.4m|$30.5m|1.18|2022-07-07 18:04:33
13|Lando Norris  NOR  Mclaren|0|0|0|-21%|$15.7m|$16.0m|1.04|2022-07-07 18:04:33
14|SAI  Carlos Sainz  Ferrari|1|0|0|-38%|$17.2m|$17.0m|1.41|2022-07-07 18:04:33
15|Guanyu Zhou  ZHO  Alfa Romeo|-10|-2|0|-47%|$8.4m|$8.0m|0.48|2022-07-07 18:04:33
16|Pierre Gasly  GAS  AlphaTauri|-2|0|0|-48%|$12.9m|$13.5m|0.7|2022-07-07 18:04:33
17|Kevin Magnussen  MAG  Haas|0|0|0|-48%|$6.1m|$5.5m|1.2|2022-07-07 18:04:33
18|Yuki Tsunoda  TSU  AlphaTauri|-2|0|0|-59%|$8.3m|$8.5m|0.53|2022-07-07 18:04:33
19|Sebastian Vettel  VET  Aston Martin|-2|-1|0|-60%|$11.5m|$11.5m|1.01|2022-07-07 18:04:33
