|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Mick Schumacher  SCH  Haas|-3|0|0|95%|$6.3m|$6.5m|1.04|2022-08-06 23:31:12
1|Lewis Hamilton  HAM  Mercedes|60|3|0|91%|$30.4m|$31.0m|0.92|2022-08-06 23:31:12
2|Esteban Ocon  OCO  Alpine|3|0|0|88%|$12.3m|$12.0m|1.23|2022-08-06 23:31:12
3|Alex Albon  ALB  Williams|3|0|0|88%|$7.6m|$7.5m|1.08|2022-08-06 23:31:12
4|Yuki Tsunoda  TSU  AlphaTauri|45|2|0|54%|$8.3m|$8.5m|0.4|2022-08-06 23:31:12
5|Nicholas Latifi  LAT  Williams|1|0|0|43%|$6.7m|$7.0m|0.79|2022-08-06 23:31:12
6|Lance Stroll  STR  Aston Martin|4|1|0|41%|$9.2m|$9.5m|1.34|2022-08-06 23:31:12
7|Pierre Gasly  GAS  AlphaTauri|52|15|4|17%|$12.9m|$13.5m|0.75|2022-08-06 23:31:12
8|Sebastian Vettel  VET  Aston Martin|1|0|0|0%|$11.4m|$11.5m|1.02|2022-08-06 23:31:12
9|Lando Norris  NOR  Mclaren|-6|-6|-2|-6%|$15.9m|$16.0m|1.09|2022-08-06 23:31:12
10|George Russell  RUS  Mercedes|-7|-2|0|-7%|$23.8m|$24.0m|1.19|2022-08-06 23:31:12
11|SAI  Carlos Sainz  Ferrari|-3|0|0|-7%|$17.2m|$17.0m|1.39|2022-08-06 23:31:12
12|Fernando Alonso  ALO  Alpine|-1|0|0|-11%|$12.6m|$12.5m|0.98|2022-08-06 23:31:12
13|Kevin Magnussen  MAG  Haas|-1|0|0|-14%|$6.1m|$5.5m|1.1|2022-08-06 23:31:12
14|Max Verstappen  VER  Red Bull|-2|-1|0|-42%|$30.4m|$30.5m|1.3|2022-08-06 23:31:12
15|Guanyu Zhou  ZHO  Alfa Romeo|-19|-5|-1|-43%|$8.2m|$8.0m|0.53|2022-08-06 23:31:12
16|Valtteri Bottas  BOT  Alfa Romeo|-2|0|0|-46%|$9.6m|$9.0m|1.47|2022-08-06 23:31:12
17|Daniel Ricciardo  RIC  Mclaren|-6|0|0|-83%|$14.0m|$14.5m|0.51|2022-08-06 23:31:12
18|Charles Leclerc  LEC  Ferrari|-15|0|0|-90%|$18.8m|$18.0m|1.53|2022-08-06 23:31:12
19|Sergio Perez  PER  Red Bull|-18|0|0|-96%|$18.1m|$17.5m|1.46|2022-08-06 23:31:12
