|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Mick Schumacher  SCH  Haas|-4|-1|0|82%|$6.3m|$6.5m|1.04|2022-08-11 08:22:20
1|Esteban Ocon  OCO  Alpine|-5|-2|0|53%|$12.3m|$12.0m|1.23|2022-08-11 08:22:20
2|Sebastian Vettel  VET  Aston Martin|29|9|0|52%|$11.6m|$11.5m|1.0|2022-08-11 08:22:20
3|Alex Albon  ALB  Williams|-11|-3|0|48%|$7.6m|$7.5m|1.08|2022-08-11 08:22:20
4|Yuki Tsunoda  TSU  AlphaTauri|-13|-4|0|47%|$8.4m|$8.5m|0.39|2022-08-11 08:22:20
5|Pierre Gasly  GAS  AlphaTauri|-15|-5|0|40%|$13.0m|$13.5m|0.75|2022-08-11 08:22:20
6|Nicholas Latifi  LAT  Williams|29|16|1|29%|$7.0m|$7.0m|0.76|2022-08-11 08:22:20
7|Lewis Hamilton  HAM  Mercedes|0|0|0|2%|$30.6m|$31.0m|0.91|2022-08-11 08:22:20
8|Lance Stroll  STR  Aston Martin|0|0|0|2%|$9.1m|$9.5m|1.35|2022-08-11 08:22:20
9|Guanyu Zhou  ZHO  Alfa Romeo|0|0|0|-1%|$8.1m|$8.0m|0.54|2022-08-11 08:22:20
10|Kevin Magnussen  MAG  Haas|0|0|0|-5%|$6.1m|$5.5m|1.1|2022-08-11 08:22:20
11|SAI  Carlos Sainz  Ferrari|-1|-1|0|-21%|$17.2m|$17.0m|1.39|2022-08-11 08:22:20
12|George Russell  RUS  Mercedes|0|0|0|-25%|$23.8m|$24.0m|1.19|2022-08-11 08:22:20
13|Fernando Alonso  ALO  Alpine|-1|0|0|-28%|$12.6m|$12.5m|0.98|2022-08-11 08:22:20
14|Charles Leclerc  LEC  Ferrari|-1|-1|0|-39%|$18.7m|$18.0m|1.54|2022-08-11 08:22:20
15|Max Verstappen  VER  Red Bull|0|0|0|-48%|$30.4m|$30.5m|1.3|2022-08-11 08:22:20
16|Sergio Perez  PER  Red Bull|0|0|0|-68%|$18.0m|$17.5m|1.47|2022-08-11 08:22:20
17|Daniel Ricciardo  RIC  Mclaren|-1|0|0|-73%|$13.7m|$14.5m|0.52|2022-08-11 08:22:20
18|Lando Norris  NOR  Mclaren|0|0|0|-81%|$15.9m|$16.0m|1.09|2022-08-11 08:22:20
19|Valtteri Bottas  BOT  Alfa Romeo|-4|-1|0|-90%|$9.6m|$9.0m|1.47|2022-08-11 08:22:20
