|Team|12 Hour|3 Hour|Latest|Sentiment|ts
0|Ferrari|31|30|3|99%|2022-06-12 07:53:20
1|Aston Martin|1|1|0|45%|2022-06-12 07:53:20
2|Williams|1|0|0|41%|2022-06-12 07:53:20
3|AlphaTauri|3|2|0|6%|2022-06-12 07:53:20
4|Red Bull|-12|-12|-7|-12%|2022-06-12 07:53:20
5|Alfa Romeo|-1|-1|0|-21%|2022-06-12 07:53:20
6|Mercedes|-1|0|0|-30%|2022-06-12 07:53:20
7|Alpine|1|1|0|-45%|2022-06-12 07:53:20
8|Mclaren|0|1|1|-46%|2022-06-12 07:53:20
9|Haas|0|0|0|-82%|2022-06-12 07:53:20
