|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|SAI  Carlos Sainz  Ferrari|8|7|0|99%|$17.2m|$17.0m|1.4|2022-09-15 23:31:59
1|Charles Leclerc  LEC  Ferrari|15|12|0|86%|$18.8m|$18.0m|1.53|2022-09-15 23:31:59
2|George Russell  RUS  Mercedes|4|3|0|51%|$23.8m|$24.0m|1.27|2022-09-15 23:31:59
3|Sergio Perez  PER  Red Bull|13|11|1|49%|$18.0m|$17.5m|1.48|2022-09-15 23:31:59
4|Max Verstappen  VER  Red Bull|11|9|0|39%|$30.5m|$30.5m|1.35|2022-09-15 23:31:59
5|Esteban Ocon  OCO  Alpine|0|0|0|0%|$12.3m|$12.0m|1.21|2022-09-15 23:31:59
6|Alex Albon  ALB  Williams|0|0|0|0%|$7.7m|$7.5m|1.21|2022-09-15 23:31:59
7|Yuki Tsunoda  TSU  AlphaTauri|-1|-1|0|-1%|$8.2m|$8.5m|0.43|2022-09-15 23:31:59
8|Kevin Magnussen  MAG  Haas|0|0|0|-5%|$6.1m|$5.5m|1.17|2022-09-15 23:31:59
9|Lewis Hamilton  HAM  Mercedes|-6|-6|-1|-6%|$30.2m|$31.0m|0.86|2022-09-15 23:31:59
10|Lance Stroll  STR  Aston Martin|-1|-1|0|-14%|$9.1m|$9.5m|1.19|2022-09-15 23:31:59
11|Mick Schumacher  SCH  Haas|-1|-1|0|-14%|$6.3m|$6.5m|1.02|2022-09-15 23:31:59
12|Valtteri Bottas  BOT  Alfa Romeo|-2|-2|0|-26%|$9.5m|$9.0m|1.11|2022-09-15 23:31:59
13|Guanyu Zhou  ZHO  Alfa Romeo|-11|-9|0|-34%|$8.0m|$8.0m|0.64|2022-09-15 23:31:59
14|Daniel Ricciardo  RIC  Mclaren|-49|-41|0|-53%|$13.8m|$14.5m|0.39|2022-09-15 23:31:59
15|Lando Norris  NOR  Mclaren|-4|-3|0|-55%|$15.9m|$16.0m|1.08|2022-09-15 23:31:59
16|Fernando Alonso  ALO  Alpine|-5|-4|0|-55%|$12.7m|$12.5m|1.05|2022-09-15 23:31:59
17|Pierre Gasly  GAS  AlphaTauri|-13|-11|-1|-55%|$12.9m|$13.5m|0.8|2022-09-15 23:31:59
18|Sebastian Vettel  VET  Aston Martin|-8|-7|0|-95%|$11.8m|$11.5m|0.93|2022-09-15 23:31:59
19|Nicholas Latifi  LAT  Williams|-8|-7|0|-98%|$6.9m|$7.0m|0.72|2022-09-15 23:31:59
