|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|George Russell  RUS  Mercedes|5|4|0|89%|$24.0m|$24.0m|1.26|2022-09-24 12:18:38
1|Max Verstappen  VER  Red Bull|11|9|0|71%|$31.1m|$30.5m|1.33|2022-09-24 12:18:38
2|SAI  Carlos Sainz  Ferrari|8|6|0|46%|$17.7m|$17.0m|1.36|2022-09-24 12:18:38
3|Charles Leclerc  LEC  Ferrari|15|12|0|27%|$19.7m|$18.0m|1.46|2022-09-24 12:18:38
4|Sergio Perez  PER  Red Bull|12|9|0|21%|$18.7m|$17.5m|1.42|2022-09-24 12:18:38
5|Esteban Ocon  OCO  Alpine|0|0|0|0%|$12.3m|$12.0m|1.18|2022-09-24 12:18:38
6|Alex Albon  ALB  Williams|0|0|0|0%|$7.7m|$7.5m|1.21|2022-09-24 12:18:38
7|Fernando Alonso  ALO  Alpine|-4|-3|0|-7%|$12.4m|$12.5m|1.08|2022-09-24 12:18:38
8|Lando Norris  NOR  Mclaren|-4|-3|0|-11%|$15.6m|$16.0m|1.1|2022-09-24 12:18:38
9|Sebastian Vettel  VET  Aston Martin|-8|-6|0|-24%|$11.3m|$11.5m|0.97|2022-09-24 12:18:38
10|Kevin Magnussen  MAG  Haas|0|0|0|-33%|$6.1m|$5.5m|1.17|2022-09-24 12:18:38
11|Yuki Tsunoda  TSU  AlphaTauri|-24|-19|-1|-34%|$7.1m|$8.5m|0.45|2022-09-24 12:18:38
12|Nicholas Latifi  LAT  Williams|-8|-6|0|-43%|$6.4m|$7.0m|0.77|2022-09-24 12:18:38
13|Guanyu Zhou  ZHO  Alfa Romeo|-11|-8|0|-43%|$7.4m|$8.0m|0.69|2022-09-24 12:18:38
14|Valtteri Bottas  BOT  Alfa Romeo|-3|-2|0|-51%|$9.4m|$9.0m|1.12|2022-09-24 12:18:38
15|Pierre Gasly  GAS  AlphaTauri|-13|-10|-1|-54%|$12.2m|$13.5m|0.85|2022-09-24 12:18:38
16|Lewis Hamilton  HAM  Mercedes|-38|-30|-1|-58%|$27.9m|$31.0m|0.93|2022-09-24 12:18:38
17|Daniel Ricciardo  RIC  Mclaren|-42|-33|-1|-77%|$11.3m|$14.5m|0.48|2022-09-24 12:18:38
18|Lance Stroll  STR  Aston Martin|-1|-1|0|-83%|$9.1m|$9.5m|1.15|2022-09-24 12:18:38
19|Mick Schumacher  SCH  Haas|-1|-1|0|-86%|$6.3m|$6.5m|1.12|2022-09-24 12:18:38
