|Team|12 Hour|3 Hour|Latest|Sentiment|ts
0|AlphaTauri|2|1|1|99%|2022-06-09 12:28:15
1|Ferrari|0|0|0|81%|2022-06-09 12:28:15
2|Aston Martin|0|0|0|46%|2022-06-09 12:28:15
3|Williams|5|2|2|10%|2022-06-09 12:28:15
4|Alfa Romeo|1|1|0|-3%|2022-06-09 12:28:15
5|Mercedes|-1|0|0|-14%|2022-06-09 12:28:15
6|Mclaren|-2|-1|-1|-42%|2022-06-09 12:28:15
7|Haas|-1|0|0|-63%|2022-06-09 12:28:15
8|Alpine|0|0|0|-71%|2022-06-09 12:28:15
9|Red Bull|1|0|0|-74%|2022-06-09 12:28:15
