|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|George Russell  RUS  Mercedes|-5|-5|1|85%|$23.7m|$24.0m|1.31|2022-06-17 17:25:51
1|Fernando Alonso  ALO  Alpine|11|11|5|83%|$12.2m|$12.5m|0.65|2022-06-17 17:25:51
2|Pierre Gasly  GAS  AlphaTauri|3|3|0|81%|$12.9m|$13.5m|0.82|2022-06-17 17:25:51
3|Guanyu Zhou  ZHO  Alfa Romeo|2|2|1|66%|$8.4m|$8.0m|0.42|2022-06-17 17:25:51
4|Valtteri Bottas  BOT  Alfa Romeo|-5|-5|-2|56%|$9.6m|$9.0m|2.01|2022-06-17 17:25:51
5|Sergio Perez  PER  Red Bull|15|15|0|41%|$18.3m|$17.5m|1.82|2022-06-17 17:25:51
6|Nicholas Latifi  LAT  Williams|10|9|1|34%|$6.6m|$7.0m|1.23|2022-06-17 17:25:51
7|Mick Schumacher  SCH  Haas|1|0|0|16%|$6.2m|$6.5m|0.42|2022-06-17 17:25:51
8|Yuki Tsunoda  TSU  AlphaTauri|0|0|-1|14%|$8.3m|$8.5m|0.74|2022-06-17 17:25:51
9|Daniel Ricciardo  RIC  Mclaren|1|1|0|11%|$13.5m|$14.5m|0.56|2022-06-17 17:25:51
10|Kevin Magnussen  MAG  Haas|-2|-2|0|2%|$6.1m|$5.5m|1.09|2022-06-17 17:25:51
11|Lewis Hamilton  HAM  Mercedes|-2|-2|0|-4%|$30.0m|$31.0m|0.65|2022-06-17 17:25:51
12|Max Verstappen  VER  Red Bull|3|3|1|-14%|$30.5m|$30.5m|1.23|2022-06-17 17:25:51
13|Sebastian Vettel  VET  Aston Martin|15|14|7|-20%|$11.4m|$11.5m|0.91|2022-06-17 17:25:51
14|Charles Leclerc  LEC  Ferrari|-16|-15|-3|-21%|$19.0m|$18.0m|1.65|2022-06-17 17:25:51
15|Esteban Ocon  OCO  Alpine|-5|-5|-1|-32%|$12.4m|$12.0m|1.29|2022-06-17 17:25:51
16|Lando Norris  NOR  Mclaren|-6|-5|-2|-42%|$15.8m|$16.0m|1.12|2022-06-17 17:25:51
17|Lance Stroll  STR  Aston Martin|8|8|3|-51%|$9.0m|$9.5m|1.26|2022-06-17 17:25:51
18|SAI  Carlos Sainz  Ferrari|-4|-4|-1|-52%|$17.2m|$17.0m|1.1|2022-06-17 17:25:51
19|Alex Albon  ALB  Williams|3|3|1|-89%|$7.8m|$7.5m|1.23|2022-06-17 17:25:51
