|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Nicholas Latifi  LAT  Williams|44|-3|1|94%|$6.6m|$7.0m|1.23|2022-06-18 12:31:44
1|Guanyu Zhou  ZHO  Alfa Romeo|14|-1|1|84%|$8.4m|$8.0m|0.42|2022-06-18 12:31:44
2|George Russell  RUS  Mercedes|-7|5|1|79%|$23.7m|$24.0m|1.31|2022-06-18 12:31:44
3|Pierre Gasly  GAS  AlphaTauri|-3|2|0|79%|$12.9m|$13.5m|0.82|2022-06-18 12:31:44
4|Sergio Perez  PER  Red Bull|12|6|0|57%|$18.3m|$17.5m|1.82|2022-06-18 12:31:44
5|Sebastian Vettel  VET  Aston Martin|55|15|2|53%|$11.4m|$11.5m|0.91|2022-06-18 12:31:44
6|Valtteri Bottas  BOT  Alfa Romeo|-18|-3|-1|33%|$9.6m|$9.0m|2.01|2022-06-18 12:31:44
7|Daniel Ricciardo  RIC  Mclaren|15|0|0|30%|$13.5m|$14.5m|0.56|2022-06-18 12:31:44
8|Mick Schumacher  SCH  Haas|5|0|1|24%|$6.2m|$6.5m|0.42|2022-06-18 12:31:44
9|Yuki Tsunoda  TSU  AlphaTauri|4|-1|0|18%|$8.3m|$8.5m|0.74|2022-06-18 12:31:44
10|Lewis Hamilton  HAM  Mercedes|7|-6|0|9%|$30.0m|$31.0m|0.65|2022-06-18 12:31:44
11|Fernando Alonso  ALO  Alpine|5|5|1|5%|$12.3m|$12.5m|0.64|2022-06-18 12:31:44
12|Lance Stroll  STR  Aston Martin|41|5|0|4%|$9.0m|$9.5m|1.26|2022-06-18 12:31:44
13|Kevin Magnussen  MAG  Haas|-5|-1|0|-5%|$6.1m|$5.5m|1.09|2022-06-18 12:31:44
14|Max Verstappen  VER  Red Bull|1|0|0|-11%|$30.5m|$30.5m|1.23|2022-06-18 12:31:44
15|Esteban Ocon  OCO  Alpine|-6|-4|-1|-39%|$12.4m|$12.0m|1.29|2022-06-18 12:31:44
16|Lando Norris  NOR  Mclaren|-16|-5|0|-61%|$15.8m|$16.0m|1.12|2022-06-18 12:31:44
17|SAI  Carlos Sainz  Ferrari|-9|-2|0|-63%|$17.2m|$17.0m|1.1|2022-06-18 12:31:44
18|Alex Albon  ALB  Williams|10|2|1|-76%|$7.8m|$7.5m|1.23|2022-06-18 12:31:44
19|Charles Leclerc  LEC  Ferrari|-35|-6|-2|-80%|$19.0m|$18.0m|1.65|2022-06-18 12:31:44
