|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Lance Stroll  STR  Aston Martin|0|0|1|58%|$m|$m||2022-09-07 08:17:57
1|George Russell  RUS  Mercedes|0|0|0|46%|$m|$m||2022-09-07 08:17:57
2|Alex Albon  ALB  Williams|0|0|0|39%|$m|$m||2022-09-07 08:17:57
3|Mick Schumacher  SCH  Haas|0|0|0|35%|$m|$m||2022-09-07 08:17:57
4|Esteban Ocon  OCO  Alpine|0|0|0|21%|$m|$m||2022-09-07 08:17:57
5|Lando Norris  NOR  Mclaren|0|0|0|11%|$m|$m||2022-09-07 08:17:57
6|Fernando Alonso  ALO  Alpine|0|0|0|9%|$m|$m||2022-09-07 08:17:57
7|Guanyu Zhou  ZHO  Alfa Romeo|0|0|0|2%|$m|$m||2022-09-07 08:17:57
8|Sergio Perez  PER  Red Bull|0|0|0|0%|$m|$m||2022-09-07 08:17:57
9|SAI  Carlos Sainz  Ferrari|0|0|0|-8%|$m|$m||2022-09-07 08:17:57
10|Max Verstappen  VER  Red Bull|0|0|0|-12%|$m|$m||2022-09-07 08:17:57
11|Nicholas Latifi  LAT  Williams|0|0|0|-12%|$m|$m||2022-09-07 08:17:57
12|Kevin Magnussen  MAG  Haas|0|0|0|-14%|$m|$m||2022-09-07 08:17:57
13|Sebastian Vettel  VET  Aston Martin|0|0|0|-23%|$m|$m||2022-09-07 08:17:57
14|Charles Leclerc  LEC  Ferrari|0|0|0|-24%|$m|$m||2022-09-07 08:17:57
15|Lewis Hamilton  HAM  Mercedes|0|0|0|-31%|$m|$m||2022-09-07 08:17:57
16|Valtteri Bottas  BOT  Alfa Romeo|0|0|0|-42%|$m|$m||2022-09-07 08:17:57
17|Yuki Tsunoda  TSU  AlphaTauri|0|0|0|-47%|$m|$m||2022-09-07 08:17:57
18|Pierre Gasly  GAS  AlphaTauri|0|0|0|-52%|$m|$m||2022-09-07 08:17:57
19|Daniel Ricciardo  RIC  Mclaren|0|0|0|-82%|$m|$m||2022-09-07 08:17:57
