|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Sergio Perez  PER  Red Bull|11|9|0|62%|$18.8m|$17.5m|1.41|2022-09-26 08:16:09
1|SAI  Carlos Sainz  Ferrari|8|7|0|40%|$17.8m|$17.0m|1.35|2022-09-26 08:16:09
2|George Russell  RUS  Mercedes|4|4|0|38%|$24.1m|$24.0m|1.26|2022-09-26 08:16:09
3|Max Verstappen  VER  Red Bull|4|4|1|4%|$31.3m|$30.5m|1.32|2022-09-26 08:16:09
4|Charles Leclerc  LEC  Ferrari|0|0|0|0%|$19.9m|$18.0m|1.45|2022-09-26 08:16:09
5|Esteban Ocon  OCO  Alpine|0|0|0|0%|$12.3m|$12.0m|1.18|2022-09-26 08:16:09
6|Alex Albon  ALB  Williams|0|0|0|0%|$7.7m|$7.5m|1.21|2022-09-26 08:16:09
7|Pierre Gasly  GAS  AlphaTauri|-1|-1|0|-1%|$12.0m|$13.5m|0.86|2022-09-26 08:16:09
8|Mick Schumacher  SCH  Haas|-2|-1|0|-2%|$6.2m|$6.5m|1.14|2022-09-26 08:16:09
9|Lewis Hamilton  HAM  Mercedes|-10|-10|-1|-10%|$27.4m|$31.0m|0.94|2022-09-26 08:16:09
10|Sebastian Vettel  VET  Aston Martin|-7|-6|0|-14%|$11.2m|$11.5m|0.98|2022-09-26 08:16:09
11|Yuki Tsunoda  TSU  AlphaTauri|-17|-17|0|-17%|$6.8m|$8.5m|0.47|2022-09-26 08:16:09
12|Nicholas Latifi  LAT  Williams|-8|-7|-1|-37%|$6.3m|$7.0m|0.78|2022-09-26 08:16:09
13|Kevin Magnussen  MAG  Haas|-1|-1|0|-40%|$6.1m|$5.5m|1.17|2022-09-26 08:16:09
14|Fernando Alonso  ALO  Alpine|-4|-3|0|-59%|$12.4m|$12.5m|1.08|2022-09-26 08:16:09
15|Daniel Ricciardo  RIC  Mclaren|-38|-33|-1|-63%|$10.8m|$14.5m|0.5|2022-09-26 08:16:09
16|Lando Norris  NOR  Mclaren|-4|-3|0|-64%|$15.6m|$16.0m|1.1|2022-09-26 08:16:09
17|Guanyu Zhou  ZHO  Alfa Romeo|-10|-9|0|-71%|$7.3m|$8.0m|0.7|2022-09-26 08:16:09
18|Valtteri Bottas  BOT  Alfa Romeo|-2|-1|0|-77%|$9.4m|$9.0m|1.12|2022-09-26 08:16:09
19|Lance Stroll  STR  Aston Martin|-1|-1|0|-99%|$9.1m|$9.5m|1.15|2022-09-26 08:16:09
