|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Max Verstappen  VER  Red Bull|16|10|0|91%|$30.7m|$30.5m|1.34|2022-09-19 08:02:55
1|SAI  Carlos Sainz  Ferrari|11|6|0|76%|$17.4m|$17.0m|1.38|2022-09-19 08:02:55
2|George Russell  RUS  Mercedes|5|3|0|45%|$23.9m|$24.0m|1.27|2022-09-19 08:02:55
3|Charles Leclerc  LEC  Ferrari|21|13|1|21%|$19.2m|$18.0m|1.5|2022-09-19 08:02:55
4|Sergio Perez  PER  Red Bull|16|10|0|16%|$18.3m|$17.5m|1.45|2022-09-19 08:02:55
5|Esteban Ocon  OCO  Alpine|0|0|0|0%|$12.3m|$12.0m|1.18|2022-09-19 08:02:55
6|Alex Albon  ALB  Williams|0|0|0|0%|$7.7m|$7.5m|1.21|2022-09-19 08:02:55
7|Kevin Magnussen  MAG  Haas|-1|0|0|-16%|$6.1m|$5.5m|1.17|2022-09-19 08:02:55
8|Pierre Gasly  GAS  AlphaTauri|-17|-10|0|-32%|$12.6m|$13.5m|0.82|2022-09-19 08:02:55
9|Lance Stroll  STR  Aston Martin|-2|-1|-1|-41%|$9.1m|$9.5m|1.15|2022-09-19 08:02:55
10|Mick Schumacher  SCH  Haas|-2|-1|0|-42%|$6.3m|$6.5m|1.12|2022-09-19 08:02:55
11|Fernando Alonso  ALO  Alpine|-7|-4|0|-55%|$12.6m|$12.5m|1.06|2022-09-19 08:02:55
12|Lando Norris  NOR  Mclaren|-6|-4|0|-57%|$15.8m|$16.0m|1.09|2022-09-19 08:02:55
13|Yuki Tsunoda  TSU  AlphaTauri|-23|-13|0|-62%|$7.9m|$8.5m|0.4|2022-09-19 08:02:55
14|Sebastian Vettel  VET  Aston Martin|-11|-6|0|-65%|$11.6m|$11.5m|0.94|2022-09-19 08:02:55
15|Nicholas Latifi  LAT  Williams|-11|-7|0|-75%|$6.7m|$7.0m|0.74|2022-09-19 08:02:55
16|Valtteri Bottas  BOT  Alfa Romeo|-3|-2|0|-76%|$9.5m|$9.0m|1.11|2022-09-19 08:02:55
17|Guanyu Zhou  ZHO  Alfa Romeo|-16|-10|-1|-77%|$7.8m|$8.0m|0.66|2022-09-19 08:02:55
18|Lewis Hamilton  HAM  Mercedes|-61|-36|-2|-79%|$29.3m|$31.0m|0.88|2022-09-19 08:02:55
19|Daniel Ricciardo  RIC  Mclaren|-65|-38|-2|-99%|$12.8m|$14.5m|0.42|2022-09-19 08:02:55
