|Driver|12 Hour|3 Hour|Latest|Sentiment|Current Price|Season Start PriceSeason Price|Points/Million|ts
0|Sergio Perez  PER  Red Bull|15|10|1|75%|$18.2m|$17.5m|1.46|2022-09-18 19:35:13
1|Charles Leclerc  LEC  Ferrari|19|13|1|69%|$19.1m|$18.0m|1.51|2022-09-18 19:35:13
2|Max Verstappen  VER  Red Bull|14|10|1|52%|$30.7m|$30.5m|1.34|2022-09-18 19:35:13
3|SAI  Carlos Sainz  Ferrari|10|7|1|49%|$17.4m|$17.0m|1.38|2022-09-18 19:35:13
4|George Russell  RUS  Mercedes|5|4|0|31%|$23.9m|$24.0m|1.27|2022-09-18 19:35:13
5|Esteban Ocon  OCO  Alpine|0|0|0|0%|$12.3m|$12.0m|1.18|2022-09-18 19:35:13
6|Alex Albon  ALB  Williams|0|0|0|0%|$7.7m|$7.5m|1.21|2022-09-18 19:35:13
7|Yuki Tsunoda  TSU  AlphaTauri|-6|-6|0|-6%|$7.9m|$8.5m|0.4|2022-09-18 19:35:13
8|Kevin Magnussen  MAG  Haas|0|0|0|-14%|$6.1m|$5.5m|1.17|2022-09-18 19:35:13
9|Lewis Hamilton  HAM  Mercedes|-31|-31|-2|-31%|$29.4m|$31.0m|0.88|2022-09-18 19:35:13
10|Lance Stroll  STR  Aston Martin|-1|-1|0|-36%|$9.1m|$9.5m|1.15|2022-09-18 19:35:13
11|Mick Schumacher  SCH  Haas|-1|-1|0|-37%|$6.3m|$6.5m|1.12|2022-09-18 19:35:13
12|Sebastian Vettel  VET  Aston Martin|-10|-7|-1|-39%|$11.6m|$11.5m|0.94|2022-09-18 19:35:13
13|Fernando Alonso  ALO  Alpine|-5|-4|0|-39%|$12.6m|$12.5m|1.06|2022-09-18 19:35:13
14|Guanyu Zhou  ZHO  Alfa Romeo|-14|-9|-1|-39%|$7.8m|$8.0m|0.66|2022-09-18 19:35:13
15|Daniel Ricciardo  RIC  Mclaren|-40|-38|-2|-40%|$12.9m|$14.5m|0.42|2022-09-18 19:35:13
16|Lando Norris  NOR  Mclaren|-5|-4|0|-41%|$15.8m|$16.0m|1.09|2022-09-18 19:35:13
17|Nicholas Latifi  LAT  Williams|-10|-6|0|-47%|$6.7m|$7.0m|0.74|2022-09-18 19:35:13
18|Valtteri Bottas  BOT  Alfa Romeo|-3|-2|0|-68%|$9.5m|$9.0m|1.11|2022-09-18 19:35:13
19|Pierre Gasly  GAS  AlphaTauri|-16|-11|-1|-90%|$12.7m|$13.5m|0.81|2022-09-18 19:35:13
